day of week,is_Weekday,hour,time_group,origin_lat,origin_lng,dest_lat,dest_lng,euclid_dist,duration
2,1,1,late night,1.3526914890000001,103.92746690000001,1.316536406,103.8066698,14017.271,1035
1,1,2,late night,1.3451055,103.9440801,1.3206106000000002,103.8249119,13524.41919,1033
1,1,2,late night,1.337138102,103.96952590000001,1.311575146,103.8039376,18625.8276,1434
5,0,7,late night,1.350157447,103.951871,1.317632261,103.80802840000001,16394.13819,1144
3,1,0,late night,1.344387042,103.9382658,1.319370762,103.81025179999999,14499.98066,1160
0,1,3,late night,1.3483664,103.94668759999999,1.3111242,103.803798,16415.2574,1181
0,1,22,night,1.3527474,103.9548742,1.3189053,103.80930759999998,16613.655609999998,1274
3,1,6,late night,1.35166755,103.9438619,1.3204784840000001,103.82519309999999,13640.025380000001,1450
1,1,8,morning peak,1.3363121999999998,103.9511894,1.3179371000000002,103.82591020000001,14075.759530000001,1001
3,1,9,morning peak,1.34493066,103.9383965,1.315974688,103.8335178,12095.25575,1942
1,1,3,late night,1.3493036,103.9492296,1.3190423,103.8095152,15891.648490000001,1039
0,1,8,morning peak,1.348903075,103.94828509999999,1.319837985,103.81123559999999,15574.098580000002,1060
0,1,13,day,1.3327795,103.9553255,1.2945508,103.827965,14782.488080000001,1190
0,1,7,late night,1.339614973,103.9463999,1.312289709,103.8040213,16116.544730000001,1007
6,0,16,day,1.3344468999999999,103.97853559999999,1.2988952,103.8289241,17095.00585,1312
2,1,1,late night,1.346638912,103.94283409999998,1.318035723,103.8196434,14058.97076,1190
0,1,17,day,1.350033106,103.96323259999998,1.309421817,103.8031628,18358.21962,856
0,1,3,late night,1.3393208090000002,103.9483209,1.31330439,103.8287804,13599.971319999999,993
5,0,10,day,1.355875025,103.9391272,1.313290021,103.8288429,13142.42856,1840
1,1,2,late night,1.3557643999999998,103.93472209999999,1.3084676000000002,103.8098308,14846.248109999999,1281
0,1,7,late night,1.356663344,103.9296531,1.307415495,103.811533,14226.936259999999,1095
6,0,22,night,1.338256078,103.9767473,1.311766086,103.8039473,19433.867769999997,1061
1,1,1,late night,1.321414492,103.9696507,1.298101891,103.8235664,16445.17781,1267
0,1,12,day,1.336327546,103.96087750000001,1.3148917340000001,103.8050631,17484.368169999998,1177
6,0,3,late night,1.3397791000000001,103.9612342,1.3151861,103.8262359,15254.21561,1038
5,0,11,day,1.334713593,103.9514224,1.321114854,103.8136521,15389.71045,1243
5,0,5,late night,1.331180167,103.9572158,1.315198452,103.8053319,16977.48184,1116
2,1,2,late night,1.355723155,103.9350582,1.314446643,103.8047843,15191.77656,1024
1,1,4,late night,1.3468902,103.9437072,1.3139287,103.8272719,13452.440569999999,1006
2,1,3,late night,1.349009436,103.96467990000001,1.315954418,103.8261761,15829.39595,1154
6,0,1,late night,1.351583461,103.93030949999999,1.316878131,103.8071701,14222.32149,898
5,0,23,night,1.3602769,103.93481740000001,1.314915,103.81734859999999,13998.686569999998,1672
3,1,0,late night,1.3402135,103.95115720000001,1.3172605,103.8075157,16170.59681,1374
2,1,3,late night,1.3495308609999999,103.9258264,1.319744955,103.8254874,11635.50073,914
6,0,9,morning peak,1.349584708,103.9417822,1.2965355790000002,103.82198659999999,14565.07324,1411
6,0,6,late night,1.3320242,103.9551667,1.321523,103.8222935,14816.94694,903
0,1,9,morning peak,1.3504180000000001,103.9620242,1.3116338,103.8039278,18096.16675,1375
1,1,7,late night,1.3368278690000002,103.96818950000001,1.321509016,103.8210891,16440.895,1096
4,1,13,day,1.36008094,103.96060920000001,1.307594516,103.8111062,17614.43119,1341
2,1,2,late night,1.3470753999999998,103.9535962,1.3134153999999998,103.8284452,14407.07255,923
5,0,5,late night,1.3585848,103.9346861,1.3073778999999999,103.8114436,14836.353630000001,2331
1,1,8,morning peak,1.330636078,103.9592062,1.315161563,103.8262803,14876.588759999999,1371
5,0,3,late night,1.3511481,103.9266319,1.3157195,103.8058738,13990.16332,845
2,1,23,night,1.3340996840000001,103.9500572,1.311496776,103.8039382,16436.64835,1396
1,1,10,day,1.323640342,103.85233120000001,1.351872671,103.9551613,11854.29896,1262
3,1,0,late night,1.323131178,103.8170829,1.339412574,103.9488267,14756.76005,1482
5,0,14,day,1.3014148,103.8549298,1.3518383999999999,103.9415254,11140.2209,2370
2,1,9,morning peak,1.3043036,103.852324,1.3399784,103.97201020000001,13883.723430000002,1100
6,0,2,late night,1.3085839129999999,103.8510658,1.335720766,103.97919370000001,14559.49937,1062
3,1,1,late night,1.4333159,103.8405477,1.3362681,103.9587976,17007.06116,1338
5,0,4,late night,1.4238310159999998,103.839021,1.3448454380000001,103.9380873,14085.860719999999,1735
2,1,14,day,1.432238851,103.84947109999999,1.35702116,103.9463205,13633.035609999999,1224
0,1,2,late night,1.4419533000000002,103.84164670000001,1.3565033000000002,103.93316,13919.9845,1021
6,0,9,morning peak,1.437321656,103.8304104,1.3535340219999998,103.93108790000001,14562.00052,1234
4,1,0,late night,1.4161309,103.83977349999999,1.3718473999999998,103.9304131,11214.54885,1176
6,0,2,late night,1.4219802,103.8500305,1.3546002000000001,103.9285496,11503.003009999999,1005
5,0,7,late night,1.4295312230000001,103.82689090000001,1.350295509,103.96414250000001,17618.42593,1306
1,1,21,night,1.4144179719999999,103.83898909999999,1.3303692059999999,103.95234740000001,15688.706,1106
2,1,0,late night,1.4161375,103.8327633,1.3702454,103.930552,12008.56884,1118
6,0,0,late night,1.4251927880000002,103.835173,1.351660777,103.96437829999999,16527.00885,1125
2,1,1,late night,1.403034306,103.8275031,1.350199713,103.9640936,16280.74267,904
6,0,3,late night,1.4353257940000002,103.8431643,1.347646642,103.9577782,16043.012369999999,1151
5,0,14,day,1.4210041000000002,103.8490983,1.356351,103.9572043,14003.52786,1041
6,0,22,night,1.437001,103.8452304,1.3397248,103.96366090000001,17038.678819999997,1207
6,0,21,night,1.4447117,103.8358667,1.3385966999999999,103.9604233,18191.70221,1239
2,1,5,late night,1.420445536,103.8485363,1.3558776419999998,103.9292028,11487.18542,1055
4,1,11,day,1.4142928,103.8423838,1.3444469,103.95018490000001,14280.126530000001,1846
1,1,14,day,1.415920544,103.83269440000001,1.33962775,103.96456040000001,16936.4072,1002
6,0,5,late night,1.4195073999999999,103.8344863,1.33653,103.9590517,16639.46209,1144
4,1,6,late night,1.4419093,103.8403668,1.3359983999999998,103.96151979999999,17890.47926,1441
1,1,8,morning peak,1.4184105630000001,103.8333243,1.356179437,103.9562632,15318.213119999999,1038
4,1,11,day,1.4277016000000002,103.8315003,1.3496653,103.9274444,13749.344430000001,1859
4,1,12,day,1.4267198,103.82658590000001,1.3448064,103.9379187,15366.457380000002,1506
5,0,8,morning peak,1.4266680669999998,103.8265177,1.33260049,103.9772397,19751.635769999997,1327
6,0,15,day,1.430042274,103.8388083,1.3622085869999998,103.94485440000001,13994.88355,1751
4,1,0,late night,1.4235775,103.84942190000001,1.3200638,103.98107399999999,18618.89996,1225
4,1,8,morning peak,1.426056264,103.8537423,1.3351128490000002,103.95797569999999,15379.104819999999,1472
2,1,21,night,1.4409617000000001,103.83901350000001,1.3480211000000002,103.96648309999999,17538.09706,992
4,1,1,late night,1.3966463,103.8444766,1.3558417999999999,103.9378259,11325.55779,1738
2,1,22,night,1.4102965,103.8321502,1.3603832,103.9477229,13994.9223,918
2,1,5,late night,1.4226396469999998,103.83512890000002,1.354006751,103.95537929999999,15392.432530000002,1197
4,1,7,late night,1.436824179,103.84267309999998,1.358058311,103.93035350000001,13103.7151,986
1,1,1,late night,1.4152002590000001,103.83936779999999,1.3515307069999998,103.96453829999999,15611.842680000002,1234
2,1,3,late night,1.4137049,103.84106779999999,1.339648,103.9627021,15831.43426,1126
6,0,12,day,1.4308218000000001,103.8296863,1.3520982,103.954503,16405.46324,1357
5,0,12,day,1.4229184209999999,103.834815,1.348325821,103.96621479999999,16797.38134,1124
5,0,13,day,1.4236028059999999,103.84958370000001,1.361973902,103.93097519999999,11349.93814,898
1,1,8,morning peak,1.427278095,103.8546267,1.341446852,103.9586921,14997.015830000002,1097
6,0,13,day,1.422962,103.83503929999999,1.3562024,103.9565538,15413.21036,1059
5,0,6,late night,1.434864699,103.83449920000001,1.334558174,103.9514293,17127.64882,1705
3,1,1,late night,1.4373671000000001,103.8410411,1.3645266,103.93101290000001,12869.73727,1132
3,1,16,day,1.4139434169999998,103.82331690000001,1.344401655,103.9384117,14949.495719999999,1376
0,1,4,late night,1.423395578,103.85159759999999,1.356207388,103.9567071,13868.5312,913
5,0,7,late night,1.4281338909999999,103.8407412,1.3517202519999998,103.9645798,16177.24431,1151
6,0,12,day,1.431942469,103.82673340000001,1.3513585119999998,103.96430409999999,17724.453830000002,1209
2,1,21,night,1.4242313,103.85241309999999,1.3497199,103.9652265,15030.39298,885
6,0,2,late night,1.422326,103.8350371,1.3587387,103.93071579999999,12771.62995,1109
4,1,6,late night,1.4188268999999998,103.8408685,1.3370336999999999,103.9594272,16012.90429,1419
1,1,12,day,1.427257363,103.8546685,1.3497411680000002,103.95068459999999,13719.14594,1163
0,1,12,day,1.4268729,103.8265651,1.3492309999999998,103.9282321,14221.816680000002,1276
2,1,6,late night,1.427763118,103.83134079999999,1.357044027,103.9463202,15006.643530000001,1316
1,1,2,late night,1.441853632,103.84176579999999,1.366615729,103.9309367,12970.98066,890
5,0,3,late night,1.41849501,103.8407284,1.35162102,103.9269616,12131.943290000001,1224
2,1,6,late night,1.4239560530000002,103.85212209999999,1.34660379,103.9579768,14575.460969999998,1114
4,1,13,day,1.431719693,103.8392522,1.3464769540000001,103.9560547,16075.69619,1415
1,1,1,late night,1.4338837,103.8398593,1.3625003999999998,103.93097259999999,12868.02786,1334
0,1,16,day,1.4171418,103.8356474,1.3643534,103.93098690000001,12115.0842,959
3,1,1,late night,1.440440625,103.8317096,1.375545265,103.9323904,13316.44962,1046
1,1,22,night,1.431757596,103.8499815,1.334546754,103.9575278,16117.28795,1377
4,1,10,day,1.42538207,103.8352101,1.3540952659999999,103.9608241,16056.56656,1476
6,0,22,night,1.442038995,103.8315285,1.339725957,103.96345,18560.22965,1599
3,1,11,day,1.413068,103.8394219,1.3598841,103.9495282,13593.47219,1228
5,0,12,day,1.4179055919999999,103.83421779999999,1.3511165809999999,103.9266527,12678.17486,1097
5,0,5,late night,1.4149046,103.8322473,1.3593549999999999,103.9603125,15518.303280000002,883
5,0,0,late night,1.4174704,103.8370142,1.3411867,103.956981,15804.9007,1269
0,1,21,night,1.4278291,103.854573,1.3213898000000002,103.978993,18203.64802,1144
6,0,11,day,1.426046105,103.82794150000001,1.362525341,103.9309977,13458.34101,1141
4,1,8,morning peak,1.4312983999999997,103.826791,1.3558974,103.9400558,15126.85734,1365
5,0,9,morning peak,1.4272573,103.8546152,1.3559383999999999,103.951858,13406.70055,1077
4,1,14,day,1.4139549999999999,103.84163829999999,1.35858,103.94754,13285.348979999999,1079
4,1,2,late night,1.41044951,103.8299832,1.33689316,103.9603878,16644.4103,1354
2,1,8,morning peak,1.426122637,103.8560743,1.349570076,103.9653458,14832.56851,855
1,1,9,morning peak,1.3805874,103.97854509999999,1.3369986999999999,103.9416668,6348.070506,1269
1,1,10,day,1.3733673309999999,104.0046569,1.327659919,103.9787042,5844.176365,792
4,1,13,day,1.3907055,103.9911287,1.3464644,103.94313259999998,7257.1932019999995,1513
5,0,6,late night,1.344902964,103.9833729,1.356410429,103.9555337,3348.822904,977
6,0,13,day,1.368164234,104.00843520000001,1.336415235,103.9510928,7286.722453,1054
4,1,7,late night,1.3750813999999998,104.0027248,1.336508,103.9608063,6333.314004999999,1019
3,1,16,day,1.3126037990000001,103.7923431,1.3535306040000001,103.955052,18651.2262,1602
1,1,1,late night,1.3241292059999998,103.8135027,1.339109989,103.9490839,15163.645,1174
4,1,1,late night,1.3147848420000001,103.7903406,1.321816284,103.9785667,20938.84735,1562
2,1,16,day,1.320922322,103.7779675,1.350070769,103.9290864,17108.896080000002,1102
5,0,14,day,1.3207218,103.78092579999999,1.3419348,103.9473936,18655.10239,1146
4,1,5,late night,1.31681886,103.8067132,1.326675033,103.96396170000001,17514.90633,1262
6,0,3,late night,1.317122701,103.8048667,1.344309701,103.95009559999998,16424.96487,1010
2,1,6,late night,1.3410111,103.777102,1.3498752,103.9639321,20792.20678,1450
6,0,8,morning peak,1.318408032,103.7835864,1.348216259,103.9661161,20559.811980000002,1284
3,1,12,day,1.332561559,103.76862940000001,1.342128739,103.9465363,19805.5456,1559
1,1,3,late night,1.340857413,103.77693959999999,1.338838593,103.94363320000001,18531.778019999998,1036
0,1,22,night,1.3403481000000002,103.77617629999999,1.3398305,103.94477909999999,18742.73665,902
5,0,0,late night,1.337456661,103.77867590000001,1.3352884090000001,103.95235290000001,19308.24755,1196
3,1,7,late night,1.333393625,103.7712358,1.353539681,103.955011,20551.70433,1542
6,0,4,late night,1.3396668,103.77917540000001,1.3453932,103.94369329999999,18299.61546,1125
3,1,19,evening peak,1.3324968000000001,103.767263,1.3661339019999998,103.9458142,20197.81779,1170
3,1,9,morning peak,1.3147008,103.8046697,1.3495629999999998,103.927429,14186.43049,1435
3,1,7,late night,1.3420163999999999,103.77778740000001,1.3493932,103.92796829999999,16714.88719,2023
4,1,8,morning peak,1.336489,103.7763506,1.3430565,103.9485863,19160.422019999998,1479
1,1,22,night,1.316691,103.80671629999999,1.3503524,103.95799190000001,17228.039080000002,1015
3,1,10,day,1.331979,103.7955243,1.351876,103.9635858,18813.00764,2378
2,1,15,day,1.3369803279999999,103.7802625,1.348317024,103.9548264,19446.18852,1170
1,1,22,night,1.3323517,103.7660772,1.3386638000000002,103.9433636,19720.487419999998,931
1,1,14,day,1.322951165,103.79127059999999,1.3507859969999998,103.9559504,18566.36505,1094
0,1,4,late night,1.3135981,103.80427579999998,1.336702,103.95109190000001,16521.795980000003,1032
2,1,22,night,1.318980482,103.80404759999999,1.350788584,103.9610942,17812.71616,1215
0,1,7,late night,1.3340390020000001,103.772622,1.360014909,103.95541850000001,20524.67786,1441
4,1,9,morning peak,1.3086757,103.8027859,1.3210899,103.9793973,19681.588209999998,1395
0,1,21,night,1.3997601,103.89458309999999,1.3416136,103.861071,7462.027657,1230
1,1,0,late night,1.393132061,103.8757367,1.3328210329999999,103.8624208,6867.699631,1270
2,1,0,late night,1.3863579,103.89129720000001,1.3309027,103.86240009999999,6952.8864459999995,1020
4,1,13,day,1.3995198,103.895896,1.3407836000000002,103.8485555,8387.505301000001,1417
0,1,1,late night,1.3953896890000002,103.87780959999999,1.340778803,103.84763259999998,6937.423181,1316
0,1,23,night,1.3992159,103.89553740000001,1.3398693000000002,103.85292009999999,8123.484243999999,1304
0,1,0,late night,1.3949171999999999,103.87281,1.3322793,103.86232820000001,7061.807981999999,1172
3,1,1,late night,1.385607946,103.8910818,1.33133115,103.86242159999999,6824.614388,1085
5,0,3,late night,1.3977406,103.89529190000002,1.3305986,103.8403622,9644.908238,1604
2,1,0,late night,1.4007014080000002,103.8903619,1.335732945,103.8622509,7871.058079,1046
5,0,13,day,1.3920469,103.89735309999999,1.3328298,103.87304209999999,7117.6527209999995,1377
0,1,22,night,1.3915358,103.86921629999999,1.329956,103.8640029,6871.842848,1222
1,1,1,late night,1.3655459769999998,103.96654529999999,1.280101083,103.8738231,14018.344969999998,969
2,1,2,late night,1.3068163000000002,103.82846740000001,1.2597618999999998,103.82404009999999,5255.307643,1052
4,1,1,late night,1.3750281,103.87942740000001,1.2597257,103.8240265,14223.51321,1792
1,1,11,day,1.3017751,103.79925659999999,1.3580012,103.84515970000001,8070.127411,1149
1,1,8,morning peak,1.3083778259999999,103.7898417,1.361269201,103.8407202,8159.555569,1022
0,1,13,day,1.2919410340000002,103.7888845,1.352645759,103.8570416,10147.40288,923
0,1,9,morning peak,1.27736521,103.8025764,1.350637619,103.83600190000001,8954.830893,1151
2,1,7,late night,1.312351234,103.7728461,1.360485605,103.8417432,9343.784032,1090
0,1,4,late night,1.2936708000000001,103.78560379999999,1.3639169,103.84279090000001,10071.04419,1000
0,1,11,day,1.2951749190000001,103.78596309999999,1.344247287,103.8598689,9862.717401,1044
4,1,5,late night,1.290601188,103.80717309999999,1.356425086,103.85494940000001,9043.190478,972
0,1,10,day,1.2931495000000002,103.7986532,1.3432326,103.8541514,8311.206675,1209
2,1,0,late night,1.293750604,103.7765222,1.3478773130000001,103.8379916,9105.894827,990
4,1,10,day,1.2965538,103.80470490000002,1.3451051,103.8417014,6786.756087999999,1166
2,1,6,late night,1.3032241000000002,103.7880251,1.3449201000000002,103.8423494,7613.491618000001,902
0,1,4,late night,1.293472916,103.7851322,1.362906458,103.84883990000002,10476.842709999999,984
2,1,11,day,1.2934266,103.7847589,1.3459229,103.8593962,10144.75193,1235
4,1,6,late night,1.2752849990000001,103.8019082,1.3466972380000002,103.8468507,9381.630774,925
1,1,14,day,1.2769515790000001,103.8024265,1.3507729659999999,103.85254570000001,9920.813757,961
1,1,11,day,1.289827075,103.7934556,1.3530735109999998,103.84821459999999,9301.2842,1313
3,1,10,day,1.296091645,103.7918209,1.3446120730000002,103.8429903,7839.949565000001,1100
2,1,10,day,1.294328369,103.7919358,1.343339365,103.85366140000001,8762.637628,1394
2,1,11,day,1.307893199,103.7864661,1.35519584,103.85642370000001,9388.541335,1201
3,1,6,late night,1.273171837,103.8020184,1.3477484640000001,103.8586818,10413.647359999999,1113
0,1,10,day,1.2924978109999998,103.7982379,1.343046856,103.838473,7183.241422,1019
2,1,9,morning peak,1.294208697,103.8061343,1.3580019769999998,103.8286468,7522.00895,978
3,1,10,day,1.3100641000000002,103.7912639,1.3613309,103.8251687,6833.917118,1741
1,1,11,day,1.306071,103.7944155,1.3570666,103.8288681,6842.683002,1092
0,1,16,day,1.3014633,103.7706897,1.3455235,103.8593534,11006.8143,1038
2,1,9,morning peak,1.3073876,103.7911069,1.3437967,103.850782,7771.590083,1004
1,1,10,day,1.293868053,103.7856929,1.351811006,103.85740820000001,10250.293,1506
1,1,1,late night,1.33774,103.9500517,1.3677716999999998,103.83122009999998,13625.340919999999,1218
4,1,14,day,1.3470355,103.94372759999999,1.3432541999999998,103.85362990000002,10024.467990000001,2068
0,1,3,late night,1.360273963,103.9461661,1.349471359,103.8372211,12170.16952,949
5,0,7,late night,1.3335500059999998,103.95361199999999,1.355843005,103.8555704,11177.08233,1401
2,1,11,day,1.3364385140000001,103.9689242,1.3433541830000002,103.8545058,12742.48561,1307
2,1,2,late night,1.341077031,103.9708793,1.344798639,103.8463674,13847.47285,964
5,0,2,late night,1.3577029919999999,103.95855209999999,1.361993635,103.828212,14496.9285,1049
0,1,22,night,1.349361414,103.9356995,1.350945087,103.85149190000001,9362.504079,1127
4,1,10,day,1.353221581,103.9415437,1.367722136,103.8311563,12376.5309,1765
6,0,23,night,1.3388366000000003,103.9495452,1.3629412,103.8487939,11516.17371,1148
2,1,3,late night,1.3482464,103.9462928,1.3457018,103.838382,11999.15429,992
2,1,0,late night,1.339867961,103.9508252,1.3484077559999998,103.84715920000001,11563.028629999999,1328
5,0,0,late night,1.3488072,103.94195500000001,1.3532255,103.8568233,9476.325546,899
2,1,9,morning peak,1.339681117,103.9463619,1.346468337,103.8467509,11098.88479,1030
0,1,11,day,1.3495840000000001,103.93463359999998,1.3435133999999997,103.85508420000001,8868.772855,927
5,0,2,late night,1.3462676040000001,103.9584481,1.3549495969999998,103.8491262,12190.95417,1298
3,1,23,night,1.338741816,103.94949629999999,1.353024325,103.8347109,12858.488959999999,1311
5,0,0,late night,1.3316628000000001,103.95376949999999,1.3435066,103.8556988,10981.2503,1134
2,1,9,morning peak,1.3716611,103.9304407,1.3584979,103.8286813,11406.21955,1301
2,1,13,day,1.350214825,103.9519933,1.3637029969999999,103.8342372,13175.848590000001,1300
5,0,6,late night,1.3488545269999999,103.94468509999999,1.354939844,103.83659899999999,12034.316690000001,1588
1,1,1,late night,1.3596893,103.960399,1.3640605,103.8433342,13022.40893,1326
5,0,2,late night,1.3537875,103.9548983,1.3517681000000001,103.85723940000001,10858.46963,1473
0,1,5,late night,1.360310124,103.9313225,1.351587041,103.8356311,10681.56028,1039
6,0,11,day,1.3556405,103.9406245,1.3521833,103.84797879999999,10306.027909999999,1028
0,1,3,late night,1.3479124,103.94223259999998,1.3541079,103.8359434,11835.60079,1277
3,1,2,late night,1.340783795,103.9519485,1.353297569,103.8350361,13070.75233,1499
2,1,13,day,1.3322116000000002,103.9551025,1.3449388999999998,103.8463008,12177.41025,952
6,0,23,night,1.348432259,103.9552892,1.356238347,103.8551821,11162.096790000001,1012
0,1,12,day,1.3559383999999999,103.9380733,1.3619461000000002,103.85023790000001,9786.929151999999,971
5,0,7,late night,1.3319421,103.95528709999999,1.3447087,103.8464015,12187.18328,1305
4,1,9,morning peak,1.4330082880000001,103.802529,1.360039956,103.8320363,8751.642245000001,889
6,0,4,late night,1.427339,103.7943637,1.3536758999999998,103.8484718,10162.1544,955
1,1,1,late night,1.438126126,103.78925629999999,1.347664685,103.85890429999999,12693.40544,1348
0,1,9,morning peak,1.4460658000000002,103.79921,1.3523228999999999,103.8571953,12255.689129999999,1165
1,1,10,day,1.4257427,103.7890163,1.3585367,103.85132490000001,10189.19108,1060
2,1,22,night,1.4296572,103.7916089,1.3513803999999998,103.8358843,9999.146994,1088
0,1,23,night,1.4241401000000002,103.7922176,1.3507198999999999,103.8578122,10946.1532,1097
1,1,1,late night,1.438491171,103.78886800000001,1.348624155,103.8377051,11372.219309999999,1080
0,1,23,night,1.4410609330000002,103.7719767,1.363533265,103.8281171,10642.45948,1394
3,1,1,late night,1.442985111,103.80462259999999,1.34528322,103.83911850000001,11520.84786,1290
0,1,6,late night,1.439485387,103.8096828,1.360668561,103.8422476,9482.210740999999,988
6,0,23,night,1.4319652,103.76888120000001,1.3632846,103.8325814,10414.594140000001,1487
5,0,16,day,1.44170469,103.77485420000001,1.345428359,103.8529803,13785.1271,1809
6,0,23,night,1.4396562940000002,103.7691989,1.356945494,103.8293677,11371.93503,1175
4,1,1,late night,1.434442,103.76869740000001,1.3476689,103.85889350000001,13914.9739,1258
6,0,22,night,1.4321367,103.78711059999999,1.3521233999999998,103.8481588,11189.774,1333
5,0,0,late night,1.432094622,103.7872353,1.348743614,103.8375925,10827.51968,1023
4,1,2,late night,1.433609775,103.7686647,1.353793086,103.8358539,11599.72032,1120
1,1,11,day,1.442361042,103.8049312,1.354093826,103.8569088,11389.29701,859
5,0,6,late night,1.4305562840000001,103.79127740000001,1.347765814,103.85886740000001,11882.776029999999,1011
2,1,1,late night,1.4345014999999999,103.7849059,1.3590809,103.83318100000001,9956.366086,1014
6,0,23,night,1.441791013,103.802852,1.350224431,103.8368103,10858.98319,1876
1,1,8,morning peak,1.43220264,103.76884940000001,1.349689189,103.83727950000001,11918.30646,1393
2,1,14,day,1.3586403319999998,103.8740345,1.35953199,103.82887559999999,5021.005185,1217
6,0,10,day,1.3537682180000001,103.7149845,1.343977765,103.8498002,15026.15385,819
3,1,16,day,1.3334683999999999,103.7249099,1.3561975,103.8498463,14116.553069999998,1364
6,0,6,late night,1.3454036969999998,103.7025376,1.362181415,103.842197,15636.772280000001,1452
6,0,10,day,1.342791604,103.69268570000001,1.3532404080000002,103.840523,16475.23129,1170
6,0,4,late night,1.354893493,103.7168639,1.344023421,103.8464772,14458.95415,869
5,0,6,late night,1.3447948,103.7001282,1.3462005,103.8532789,17025.60294,1276
2,1,4,late night,1.34435255,103.7218355,1.348704532,103.83889029999999,13021.30958,1133
4,1,12,day,1.3505030130000002,103.69806609999999,1.344033239,103.8464964,16515.808230000002,1375
6,0,2,late night,1.3460372999999999,103.6905922,1.3449806,103.8408189,16700.254390000002,1058
2,1,3,late night,1.344634,103.7218434,1.3431036,103.838113,12926.15379,952
4,1,4,late night,1.350479835,103.7012204,1.343377051,103.8382232,15250.27654,1076
1,1,18,day,1.34498849,103.7028188,1.344083897,103.846312,15951.645480000001,1043
5,0,14,day,1.352291631,103.7017435,1.3555158040000002,103.856755,17235.4113,1177
0,1,7,late night,1.3488113000000002,103.7143885,1.3489415,103.8373998,13674.4498,1125
2,1,4,late night,1.3402521,103.7094517,1.3443996999999999,103.84632359999999,15222.272319999998,1287
4,1,18,day,1.3476206,103.7058015,1.360651,103.8417191,15178.44079,947
5,0,6,late night,1.3485148,103.70441509999999,1.3594327,103.82872090000001,13871.5415,1850
6,0,12,day,1.346773081,103.7042752,1.347920015,103.8379592,14861.418969999999,1036
0,1,1,late night,1.3572026000000001,103.9311453,1.3137627,103.804458,14888.48916,1048
5,0,13,day,1.3480368999999999,103.94575379999999,1.3229176,103.8133128,14985.375869999998,1134
6,0,3,late night,1.35807968,103.95893559999999,1.306809153,103.81870119999999,16598.87704,1284
1,1,2,late night,1.4397463209999999,103.7707714,1.310104266,103.8177953,15334.031530000002,1319
3,1,2,late night,1.440476,103.77107480000001,1.3145795,103.82651329999999,15295.49918,988
1,1,9,morning peak,1.4300978000000002,103.773246,1.3192409,103.8257113,13636.81221,1445
3,1,2,late night,1.428735955,103.7869718,1.308112126,103.8186321,13866.81825,1490
4,1,1,late night,1.427393665,103.7950689,1.315567473,103.8056969,12490.505990000001,1261
6,0,9,morning peak,1.4428566219999999,103.80468499999999,1.314036421,103.82719490000001,14541.06791,1454
1,1,2,late night,1.44112784,103.801201,1.318604718,103.8256536,13892.469169999998,1360
3,1,3,late night,1.4348490569999999,103.7955521,1.321802436,103.8131365,12721.28824,1165
5,0,6,late night,1.4334062,103.78816090000001,1.3116628000000001,103.81723790000001,13917.78617,1344
2,1,6,late night,1.4388359419999999,103.7912581,1.320518766,103.8250441,13681.85035,1210
5,0,3,late night,1.4290489,103.787015,1.3104368,103.8177752,13625.112869999999,1303
3,1,9,morning peak,1.4321395000000001,103.787503,1.2951358,103.8221684,15713.94124,1846
6,0,4,late night,1.4324274,103.7792553,1.3090238,103.81817120000001,14387.62176,1294
1,1,13,day,1.4361145,103.7721963,1.3196658,103.8256672,14247.616730000002,1013
6,0,6,late night,1.4319163000000001,103.7899085,1.3160107,103.8261203,13502.12674,985
3,1,7,late night,1.4313766,103.77287740000001,1.3156186,103.81799079999999,13814.13531,1078
4,1,22,night,1.4319458999999999,103.7718558,1.3154196000000002,103.8262547,14298.784380000001,924
2,1,8,morning peak,1.4293677,103.7698022,1.3222533,103.8198582,13146.256290000001,958
1,1,12,day,1.4372307,103.77155350000001,1.3153766000000002,103.8054369,14063.342340000001,1139
3,1,0,late night,1.4479084999999998,103.7982533,1.3177066000000002,103.8259019,14800.43084,1407
2,1,2,late night,1.4318984380000002,103.7728299,1.313217006,103.8291507,14606.5813,1321
1,1,3,late night,1.4288114180000002,103.7869396,1.3135511290000002,103.82796979999999,13603.756080000001,1021
1,1,3,late night,1.4332383999999998,103.7811569,1.3128046,103.8170556,13973.568930000001,1167
2,1,3,late night,1.4382871119999998,103.76862690000002,1.308198221,103.81859399999999,15495.003340000001,1041
1,1,4,late night,1.4355625,103.7887712,1.3153806000000001,103.82621479999999,13996.832890000001,988
6,0,6,late night,1.4294249719999998,103.78709620000001,1.314670577,103.82643359999999,13488.60047,830
5,0,7,late night,1.4289313,103.7753939,1.3130127,103.8297662,14236.32754,1228
6,0,23,night,1.428224374,103.7975142,1.29544299,103.8299057,15197.34423,1520
4,1,8,morning peak,1.436385216,103.7743158,1.313434047,103.8171435,14476.77141,1345
0,1,7,late night,1.429581542,103.7736337,1.313279925,103.8288859,14316.58492,1061
0,1,0,late night,1.431174828,103.7729667,1.3219783379999999,103.81319620000001,12939.45679,1506
2,1,9,morning peak,1.4295379030000002,103.7736802,1.316833187,103.8260068,13816.323069999999,1110
0,1,8,morning peak,1.4320621999999998,103.7726109,1.3164083,103.8260609,14166.374580000002,1386
2,1,8,morning peak,1.430155148,103.77318079999999,1.3202782020000001,103.8254463,13528.84231,920
