Unnamed: 0,trj_id,day,month,osname,avg_speed,avg_bearing,hour,day of week,is_Weekday,time_group,origin_lat,origin_lng,dest_lat,dest_lng,origin_region,origin_subregion,dest_region,dest_subregion,euclid_dist,duration,origin_avg_daily_rainfall,dest_avg_daily_rainfall
24277,69671,19,4,ios,23.12607251,213.43968930000003,21,4,1,night,1.399897775,103.8938275,1.322329089,103.6970316,NORTH-EAST REGION,SENGKANG,WEST REGION,BOON LAY,23515.46817,1570,0.8,9.2
24860,60960,11,4,ios,15.05101341,355.5679666000001,2,3,1,late night,1.304971479,103.769357,1.372250194,103.7429102,WEST REGION,CLEMENTI,WEST REGION,TENGAH,8038.00064,747,0.2,0.0
10192,33231,13,4,android,15.24543912,175.1847812,8,5,0,morning peak,1.440368,103.82487840000002,1.3380178,103.8621398,NORTH REGION,SEMBAWANG,CENTRAL REGION,TOA PAYOH,12111.14343,1094,0.0,0.0
11508,68898,12,4,android,9.887950386,353.9893221000001,11,4,1,day,1.3768363,103.893196,1.4245566,103.8586592,NORTH-EAST REGION,HOUGANG,NORTH REGION,YISHUN,6549.470658,1205,2.2,7.8
27006,25488,9,4,android,17.15329548,180.9721854,1,1,1,late night,1.4313417,103.7695477,1.31319,103.7616966,NORTH REGION,WOODLANDS,WEST REGION,CLEMENTI,13166.82627,946,0.6,12.2
1202,55766,17,4,ios,13.11141011,189.1113714,6,2,1,late night,1.378440731,103.8766742,1.307334316,103.8330574,NORTH-EAST REGION,SERANGOON,CENTRAL REGION,ORCHARD,9274.949804,1418,7.861111111,0.0
6821,73398,11,4,ios,18.82432598,44.99736148,4,3,1,late night,1.304318698,103.85218559999998,1.329413217,103.9633224,CENTRAL REGION,ROCHOR,EAST REGION,TAMPINES,12665.78533,988,8.4,15.2
19640,29163,10,4,ios,14.80849999,148.2850109,1,2,1,late night,1.349691076,103.7525952,1.310920781,103.8434502,WEST REGION,BUKIT BATOK,CENTRAL REGION,NOVENA,10981.49181,1080,1.0,10.0
1282,81473,12,4,android,11.20615746,166.5338405,10,4,1,day,1.3779281,103.7662109,1.30475,103.8323332,WEST REGION,BUKIT PANJANG,CENTRAL REGION,ORCHARD,10965.41906,1210,1.2,0.0
5795,63911,13,4,android,20.01126932,157.4916122,14,5,0,day,1.3887085,103.7551016,1.3132153999999998,103.8751438,NORTH REGION,SUNGEI KADUT,CENTRAL REGION,GEYLANG,15765.12161,974,0.2,0.0
4314,68515,11,4,android,16.55538149,285.4835913,0,3,1,late night,1.3422689,103.9822921,1.3473948999999998,103.8803329,EAST REGION,CHANGI,NORTH-EAST REGION,SERANGOON,11348.54581,1007,31.2,7.861111111
563,70959,8,4,android,12.87900721,165.9914563,1,0,1,late night,1.4399903,103.7710521,1.3711951999999998,103.8567434,NORTH REGION,WOODLANDS,NORTH-EAST REGION,ANG MO KIO,12216.95043,1346,0.0,0.0
4312,67851,14,4,android,16.17873364,319.0147502,11,6,0,day,1.3170425,103.9877172,1.3441675,103.8775204,EAST REGION,CHANGI,NORTH-EAST REGION,SERANGOON,12615.87279,1091,0.0,7.861111111
23759,40835,21,4,android,18.22664731,66.21224203,22,6,0,night,1.3665758999999995,103.7755239,1.3780703,103.9438594,WEST REGION,BUKIT PANJANG,EAST REGION,PASIR RIS,18756.28316,1666,0.0,0.0
19915,60175,10,4,android,12.32745821,183.18993730000003,10,2,1,day,1.4116951000000002,103.8346173,1.3312723,103.8157534,NORTH REGION,YISHUN,CENTRAL REGION,NOVENA,9185.178536,1162,0.0,10.0
13795,32004,17,4,android,4.988816047,340.8092089,10,2,1,day,1.3442605,103.7755196,1.3620209,103.7455391,CENTRAL REGION,BUKIT TIMAH,WEST REGION,BUKIT BATOK,3873.928076,1061,0.0,0.0
21739,82596,21,4,ios,20.77266819,194.7335827,4,6,0,late night,1.3687400319999998,103.9468574,1.268490672,103.8593319,EAST REGION,PASIR RIS,CENTRAL REGION,STRAITS VIEW,14796.27305,1179,0.0,0.0
12211,79232,13,4,ios,20.97611516,0.114737948,19,5,0,evening peak,1.300357648,103.8516253,1.425149496,103.8533427,CENTRAL REGION,ROCHOR,NORTH REGION,YISHUN,13877.53373,897,0.0,0.0
27974,63307,16,4,android,12.22305325,160.7062766,3,1,1,late night,1.3357979,103.7903435,1.2786714,103.8589994,CENTRAL REGION,BUKIT TIMAH,CENTRAL REGION,MARINA SOUTH,9929.785373,989,0.0,0.0
11304,39386,8,4,android,20.00328038,350.8594842,6,0,1,late night,1.3233239,103.97845,1.4330733,103.8483999,EAST REGION,TAMPINES,NORTH REGION,YISHUN,18918.88472,1265,0.0,0.0
16580,69103,16,4,android,13.46458363,294.4771237,10,1,1,day,1.3096995,103.8572219,1.3207752,103.7454096,CENTRAL REGION,KALLANG,WEST REGION,JURONG EAST,12490.54885,1450,0.0,0.0
2395,80844,20,4,ios,21.17765055,355.4494984,17,5,0,day,1.29452563,103.8669588,1.432074527,103.7877156,CENTRAL REGION,KALLANG,NORTH REGION,WOODLANDS,17650.11446,1145,34.8,1.0
15896,71924,19,4,ios,18.46976981,359.12150289999994,10,4,1,day,1.302578339,103.8359151,1.4389615340000002,103.8200529,CENTRAL REGION,ORCHARD,NORTH REGION,MANDAI,15267.2866,1355,0.6,3.0
11033,28712,16,4,ios,16.45359905,333.533235,14,1,1,day,1.35026246,103.9861018,1.382612209,103.8980287,EAST REGION,CHANGI,NORTH-EAST REGION,SENGKANG,10430.3908,1329,0.0,0.0
24089,51299,18,4,android,14.24404701,38.23390442,8,3,1,morning peak,1.317978,103.8257245,1.3546296999999998,103.9685846,CENTRAL REGION,TANGLIN,EAST REGION,PASIR RIS,16395.59859,1451,0.0,0.0
11369,79653,20,4,ios,18.92941477,351.5307534,15,5,0,day,1.349509873,103.9496096,1.442315894,103.8408375,EAST REGION,TAMPINES,NORTH REGION,YISHUN,15896.32564,1324,1.82,5.869565217000001
20310,30421,16,4,android,12.06481545,181.75640780000003,23,1,1,night,1.4350469,103.7918714,1.3411136,103.7792402,NORTH REGION,WOODLANDS,CENTRAL REGION,BUKIT TIMAH,10538.86157,1174,0.0,0.0
16442,26934,16,4,android,11.32949411,323.2940479,9,1,1,morning peak,1.3150023000000002,103.8452045,1.3445435,103.7431071,CENTRAL REGION,NOVENA,WEST REGION,JURONG EAST,11815.44728,1314,0.0,0.0
19096,73738,11,4,android,16.9830069,3.879634852,2,3,1,late night,1.2905148000000002,103.8296443,1.4012774,103.8741561,CENTRAL REGION,BUKIT MERAH,NORTH-EAST REGION,SELETAR,13273.04185,1041,21.4,6.8
18381,60785,12,4,android,10.17696245,243.3926166,0,4,1,late night,1.3183364,103.9087504,1.3097437,103.8460469,EAST REGION,BEDOK,CENTRAL REGION,KALLANG,7035.656986,1167,0.2,0.0
17224,69610,17,4,ios,17.24968632,190.5566016,3,2,1,late night,1.43044971,103.8297481,1.359917283,103.7673227,NORTH REGION,YISHUN,WEST REGION,BUKIT PANJANG,10472.08257,972,0.2,0.0
26193,24564,8,4,ios,14.30319779,147.6526036,1,0,1,late night,1.327236453,103.7252189,1.281581461,103.8237463,WEST REGION,JURONG EAST,CENTRAL REGION,BUKIT MERAH,12072.2088,1000,0.0,0.0
17124,39716,13,4,ios,22.52154227,243.1324577,17,5,0,day,1.404548582,103.9039791,1.389752528,103.7611261,NORTH-EAST REGION,PUNGGOL,WEST REGION,BUKIT PANJANG,15964.80694,1093,0.2,0.0
18636,62295,12,4,android,15.24091114,180.7446399,0,4,1,late night,1.4251471000000002,103.857382,1.3185528999999998,103.8518416,NORTH REGION,YISHUN,CENTRAL REGION,KALLANG,11868.72474,889,7.8,0.0
10818,70866,19,4,ios,22.18504786,35.51539676,0,4,1,late night,1.347206835,103.7048428,1.3929260719999998,103.9043162,WEST REGION,JURONG WEST,NORTH-EAST REGION,SENGKANG,22749.39007,1536,1.6,0.8
3875,34144,21,4,android,15.5813143,167.6698958,15,6,0,day,1.4463875,103.7786198,1.3501433,103.8737547,NORTH REGION,WOODLANDS,NORTH-EAST REGION,SERANGOON,15045.54218,1537,1.6,0.0
5433,61250,10,4,ios,20.75036783,153.5298255,22,2,1,night,1.385719126,103.7726088,1.323906955,103.8951069,WEST REGION,BUKIT PANJANG,CENTRAL REGION,GEYLANG,15253.63087,942,1.0,71.4
26337,79977,15,4,ios,15.10238094,181.0778241,6,0,1,late night,1.3552707730000002,103.8315083,1.26766793,103.8259943,CENTRAL REGION,BISHAN,CENTRAL REGION,BUKIT MERAH,9760.258451,1110,0.0,0.0
219,74682,16,4,ios,15.73289084,197.279489,6,1,1,late night,1.396492511,103.8946479,1.3607832080000002,103.841779,NORTH-EAST REGION,SENGKANG,CENTRAL REGION,BISHAN,7092.681713,998,0.0,0.0
20998,55217,15,4,android,23.49482759,284.7166188,14,0,1,day,1.3372107,103.9792031,1.344448,103.7871413,EAST REGION,CHANGI,CENTRAL REGION,BUKIT TIMAH,21365.61128,1049,0.2,0.0
26895,63729,15,4,android,15.99029349,132.2310341,8,0,1,morning peak,1.3241983,103.67928,1.2816383,103.8318417,WEST REGION,PIONEER,CENTRAL REGION,BUKIT MERAH,17607.60023,1181,0.0,0.0
3372,57789,9,4,android,18.90018923,9.954211747999999,22,1,1,night,1.286716,103.7967884,1.3792787,103.8827377,CENTRAL REGION,QUEENSTOWN,NORTH-EAST REGION,HOUGANG,14043.67545,1087,10.0,1.0
19856,75253,20,4,android,11.00628882,205.2547259,2,5,0,late night,1.3715008999999998,103.9471971,1.3225853,103.8551358,EAST REGION,PASIR RIS,CENTRAL REGION,NOVENA,11589.54941,1760,21.2,43.2
24701,67380,19,4,android,18.26175031,172.4303085,7,4,1,late night,1.408106925,103.7810227,1.2862823559999998,103.8383725,NORTH REGION,CENTRAL WATER CATCHMENT,CENTRAL REGION,OUTRAM,14971.48204,1450,0.2,0.0
15097,81284,15,4,ios,17.50196886,91.0074133,0,0,1,late night,1.344070306,103.6916374,1.342246626,103.8034696,WEST REGION,JURONG WEST,NORTH REGION,CENTRAL WATER CATCHMENT,12433.40344,974,0.0,0.0
19841,57550,20,4,android,12.55116232,214.956233,7,5,0,late night,1.3625903,103.9636187,1.3239458,103.8567838,EAST REGION,PASIR RIS,CENTRAL REGION,NOVENA,12629.71758,1583,21.2,43.2
3191,25365,14,4,ios,20.45894959,343.1994781,5,6,0,late night,1.314076742,103.8747928,1.38915319,103.7466864,CENTRAL REGION,KALLANG,WEST REGION,CHOA CHU KANG,16507.338969999993,964,0.0,3.2
18328,75479,20,4,ios,17.30811304,158.5076469,3,5,0,late night,1.3799210730000002,103.7450389,1.312993852,103.84651,WEST REGION,CHOA CHU KANG,CENTRAL REGION,KALLANG,13513.71323,1545,0.2,34.8
21439,27841,10,4,ios,14.59195755,100.503962,8,2,1,morning peak,1.31232663,103.7680526,1.302479294,103.9136955,WEST REGION,CLEMENTI,CENTRAL REGION,MARINE PARADE,16227.51725,1223,0.4,0.2
14100,73947,14,4,android,16.04404404,206.5702955,23,6,0,night,1.3401515,103.9611147,1.2733145,103.8499383,EAST REGION,TAMPINES,CENTRAL REGION,DOWNTOWN CORE,14421.49204,1220,1.82,0.0
8743,22292,8,4,ios,19.44872106,20.65438959,22,0,1,night,1.274770795,103.8502243,1.351142213,103.98595290000002,CENTRAL REGION,DOWNTOWN CORE,EAST REGION,CHANGI,17314.01121,1043,0.0,0.0
12322,73088,17,4,ios,14.57169813,359.5121121,9,2,1,morning peak,1.304836642,103.8368184,1.412740041,103.8309919,CENTRAL REGION,NEWTON,NORTH REGION,YISHUN,12015.78004,1165,0.0,0.2
19496,77448,11,4,ios,16.5268686,110.7866504,8,3,1,morning peak,1.335459345,103.73884,1.325874641,103.8319962,WEST REGION,JURONG EAST,CENTRAL REGION,NOVENA,10410.40165,913,0.2,23.0
2445,2614,18,4,ios,18.08912933,355.9813348,15,3,1,day,1.304462753,103.8510581,1.439714805,103.7783389,CENTRAL REGION,ROCHOR,NORTH REGION,WOODLANDS,17074.18344,1587,0.0,0.4
27591,68350,20,4,android,14.27567088,214.20419480000004,23,5,0,night,1.3602769,103.9348174,1.314915,103.8173486,EAST REGION,TAMPINES,CENTRAL REGION,TANGLIN,13998.686569999998,1672,1.82,40.2
14024,32110,15,4,android,21.21392593,205.340465,1,0,1,late night,1.3548233,103.9555467,1.2982489,103.8581117,EAST REGION,TAMPINES,CENTRAL REGION,DOWNTOWN CORE,12525.67945,991,1.82,0.0
2045,70192,16,4,android,18.88254541,341.5666895,6,1,1,late night,1.3978176000000002,103.9041557,1.4422652,103.7860547,NORTH-EAST REGION,PUNGGOL,NORTH REGION,WOODLANDS,14027.70108,977,0.0,0.0
9586,21359,19,4,ios,17.6277276,164.59948909999997,13,4,1,day,1.430159481,103.8278808,1.32625452,103.9442996,NORTH REGION,YISHUN,EAST REGION,BEDOK,17348.45394,1724,62.6,0.0
24197,43698,11,4,ios,19.60344304,312.6527918,22,3,1,night,1.32838008,103.8672129,1.358741768,103.6940189,CENTRAL REGION,KALLANG,WEST REGION,WESTERN WATER CATCHMENT,19546.7694,1327,18.0,0.0
17314,42881,13,4,ios,16.71469275,338.4798155,6,5,0,late night,1.321235602,103.8655285,1.365006668,103.7795735,CENTRAL REGION,KALLANG,WEST REGION,BUKIT PANJANG,10723.31181,907,0.0,0.0
11896,34001,14,4,android,18.37553871,359.330219,10,6,0,day,1.3264756000000002,103.8420677,1.4380247,103.8322367,CENTRAL REGION,NOVENA,NORTH REGION,YISHUN,12451.74373,1017,0.0,5.2
24654,68853,9,4,ios,18.80746059,178.5084893,4,1,1,late night,1.418613236,103.83405,1.284160196,103.8463935,NORTH REGION,YISHUN,CENTRAL REGION,OUTRAM,15013.33161,1126,15.8,0.0
8623,55092,15,4,android,19.76677807,24.40401338,5,0,1,late night,1.2692362,103.8253221,1.3443596000000002,103.9830249,CENTRAL REGION,BUKIT MERAH,EAST REGION,CHANGI,19419.60088,1129,0.0,0.2
17014,41214,11,4,android,15.89879401,334.0953275,10,3,1,day,1.3054938,103.9100073,1.3634683,103.7681123,CENTRAL REGION,MARINE PARADE,WEST REGION,BUKIT PANJANG,17040.1687,1534,3.0,0.2
7081,63425,18,4,android,18.06670109,136.565315,7,3,1,late night,1.4021013,103.7544857,1.3601051000000002,103.9309717,NORTH REGION,SUNGEI KADUT,EAST REGION,TAMPINES,20166.75445,1665,0.6,1.82
2273,74853,21,4,android,19.87002259,344.12051339999994,12,6,0,day,1.34757965,103.9845059,1.4330911,103.801887,EAST REGION,CHANGI,NORTH REGION,WOODLANDS,22416.80645,1417,0.0,1.6
25727,56523,18,4,ios,14.0942113,222.07140440000003,9,3,1,morning peak,1.3397080259999998,103.9613599,1.300327872,103.8350181,EAST REGION,TAMPINES,CENTRAL REGION,RIVER VALLEY,14711.62731,1517,1.82,0.0
27207,62364,8,4,ios,18.93216244,273.7543017,11,0,1,day,1.321561067,103.9137914,1.321089165,103.7539497,EAST REGION,BEDOK,WEST REGION,CLEMENTI,17768.939919999993,1414,0.0,0.0
10475,19486,10,4,ios,17.5086032,180.7041686,8,2,1,morning peak,1.42680501,103.8543455,1.331069402,103.8493976,NORTH REGION,YISHUN,CENTRAL REGION,TOA PAYOH,10659.51406,884,0.0,9.8
21127,442,10,4,ios,17.91586208,107.1592942,9,2,1,morning peak,1.349648265,103.6850781,1.339439719,103.8063516,WEST REGION,WESTERN WATER CATCHMENT,CENTRAL REGION,BUKIT TIMAH,13528.990430000002,1041,1.0,0.4
108,19396,15,4,ios,15.4428806,38.24488526,5,0,1,late night,1.322704087,103.7457018,1.347690956,103.8380934,WEST REGION,JURONG EAST,CENTRAL REGION,BISHAN,10639.86659,1091,0.0,0.0
25249,68730,11,4,ios,17.5341236,214.9639777,8,3,1,morning peak,1.346367282,103.9431009,1.306202598,103.8392216,EAST REGION,TAMPINES,CENTRAL REGION,NEWTON,12381.30712,848,15.2,4.2
13663,45263,19,4,ios,17.73235368,239.61057140000003,7,4,1,late night,1.392797024,103.9042793,1.3731236669999998,103.7522455,NORTH-EAST REGION,SENGKANG,WEST REGION,BUKIT BATOK,17041.4564,1603,0.8,5.0
12261,47904,8,4,android,18.37864621,359.0225443,6,0,1,late night,1.2797528,103.839349,1.4172711,103.824052,CENTRAL REGION,BUKIT MERAH,NORTH REGION,YISHUN,15385.597769999997,1301,0.0,0.0
14928,80403,10,4,android,8.208052838,0.202750958,15,2,1,day,1.3251278999999998,103.9270084,1.3773096000000002,103.9279683,EAST REGION,BEDOK,EAST REGION,PAYA LEBAR,5803.321397,1274,0.2,25.0
26479,56263,12,4,android,12.05878313,163.8633926,10,4,1,day,1.3377023,103.7605835,1.2720958,103.8245085,WEST REGION,BUKIT BATOK,CENTRAL REGION,BUKIT MERAH,10184.20414,1148,1.2,0.0
130,71198,15,4,ios,16.26797928,51.93889298,8,0,1,morning peak,1.325920152,103.729385,1.346634686,103.8591744,WEST REGION,JURONG EAST,CENTRAL REGION,BISHAN,14610.70065,1271,0.0,0.0
13102,61847,19,4,ios,20.54955125,276.7822273,9,4,1,morning peak,1.349714741,103.9857998,1.348875131,103.7145063,EAST REGION,CHANGI,WEST REGION,JURONG WEST,30158.23939,1798,0.0,1.6
3415,275,21,4,android,10.49537899,160.8476454,13,6,0,day,1.4310358,103.7989216,1.3724253,103.9005531,NORTH REGION,WOODLANDS,NORTH-EAST REGION,HOUGANG,13042.53955,1727,1.6,0.0
506,43816,19,4,android,11.93655843,313.0125177,14,4,1,day,1.3572422,103.9380219,1.3733725,103.8452368,EAST REGION,TAMPINES,NORTH-EAST REGION,ANG MO KIO,10469.09167,1724,1.82,16.8
10512,62541,17,4,android,12.4022265,178.3701409,2,2,1,late night,1.4233225,103.8515069,1.3342047,103.8623097,NORTH REGION,YISHUN,CENTRAL REGION,TOA PAYOH,9981.945201,1044,0.2,0.0
14975,72539,12,4,ios,16.97626771,347.68640110000007,7,4,1,late night,1.312575902,103.9983185,1.379648994,103.9205973,EAST REGION,CHANGI,EAST REGION,PAYA LEBAR,11413.63477,881,0.0,2.2
27947,56410,8,4,android,9.985524342,215.2642035,0,0,1,late night,1.3125147,103.9236075,1.2875155,103.8616431,EAST REGION,BEDOK,CENTRAL REGION,MARINA SOUTH,7428.096142,999,0.0,0.0
26581,73317,15,4,android,16.15720095,190.4967432,6,0,1,late night,1.3829709,103.8894663,1.2816478999999998,103.824082,NORTH-EAST REGION,SENGKANG,CENTRAL REGION,BUKIT MERAH,13407.70366,1188,0.0,0.0
9074,83289,16,4,android,8.579599579,209.5069537,13,1,1,day,1.338083,103.9602004,1.3178771,103.9150509,EAST REGION,TAMPINES,EAST REGION,BEDOK,5498.992001,1068,1.82,0.0
4265,66887,9,4,ios,13.26674309,174.8296,22,1,1,night,1.422355892,103.8350748,1.353974255,103.8637819,NORTH REGION,YISHUN,NORTH-EAST REGION,SERANGOON,8246.186257,1011,15.8,9.0
9474,33864,18,4,ios,14.08107146,56.75770915,10,3,1,day,1.300387562,103.7664028,1.323592504,103.9319258,WEST REGION,CLEMENTI,EAST REGION,BEDOK,18580.53307,2655,1.4,0.0
13779,68703,20,4,android,26.35529364,288.9120584,20,5,0,evening peak,1.3401114,103.9814362,1.3516961,103.7437634,EAST REGION,CHANGI,WEST REGION,BUKIT BATOK,26452.10225,1242,21.2,0.2
17616,17778,21,4,ios,17.49212574,355.1159552,22,6,0,night,1.305935518,103.9118366,1.44825144,103.8121123,CENTRAL REGION,MARINE PARADE,NORTH REGION,SEMBAWANG,19321.37588,2005,0.0,0.0
13099,59876,21,4,ios,20.27962185,274.9308932,12,6,0,day,1.353016978,103.9872088,1.3500082569999998,103.709599,EAST REGION,CHANGI,WEST REGION,JURONG WEST,30862.02728,2231,0.0,0.0
1303,57532,13,4,ios,10.147772,227.6190832,4,5,0,late night,1.319537871,103.89162840000002,1.303007144,103.8254433,CENTRAL REGION,GEYLANG,CENTRAL REGION,ORCHARD,7583.660879000001,1150,0.0,0.0
19742,31012,20,4,ios,11.09384893,188.2214547,1,5,0,late night,1.397309751,103.8887556,1.318129358,103.8431717,NORTH-EAST REGION,SENGKANG,CENTRAL REGION,NOVENA,10158.52812,2793,5.0,43.2
18181,67757,20,4,android,17.05654723,122.2692386,0,5,0,late night,1.3407787,103.6942656,1.3137527,103.8455685,WEST REGION,JURONG WEST,CENTRAL REGION,KALLANG,17085.95686,1613,3.0,34.8
1953,82784,10,4,android,12.54275437,2.095551315,0,2,1,late night,1.3789725,103.7695433,1.4498996000000002,103.7910544,WEST REGION,BUKIT PANJANG,NORTH REGION,WOODLANDS,8241.261282,907,1.0,31.8
10370,31853,12,4,android,9.192577528,161.43290990000003,2,4,1,late night,1.3789367,103.7725483,1.32938,103.8414183,WEST REGION,BUKIT PANJANG,CENTRAL REGION,TOA PAYOH,9432.773947,1169,1.2,0.2
21293,77199,8,4,ios,16.44138006,93.77101956,1,0,1,late night,1.307808811,103.7824359,1.303195592,103.916356,CENTRAL REGION,QUEENSTOWN,CENTRAL REGION,MARINE PARADE,14896.20145,1286,0.0,0.0
25395,77670,11,4,android,16.23331313,141.7368812,4,3,1,late night,1.343463,103.7361443,1.3105844,103.833435,WEST REGION,JURONG EAST,CENTRAL REGION,NEWTON,11416.53303,1029,0.2,4.2
25242,63581,14,4,ios,19.77338239,208.8122549,3,6,0,late night,1.3518518999999998,103.9449173,1.301368824,103.8432412,EAST REGION,TAMPINES,CENTRAL REGION,NEWTON,12620.0239,899,1.82,0.0
17585,23198,20,4,android,17.05919342,5.2517567430000005,10,5,0,day,1.3420579,103.7382288,1.4495376,103.8201364,WEST REGION,JURONG EAST,NORTH REGION,SEMBAWANG,15024.38846,1441,9.0,1.6
15133,530,12,4,ios,12.78520069,161.9770585,0,4,1,late night,1.392430156,103.7442411,1.338476666,103.8196119,WEST REGION,CHOA CHU KANG,NORTH REGION,CENTRAL WATER CATCHMENT,10304.90936,1537,0.2,0.0
12970,16469,13,4,android,15.16290685,303.0526154,10,5,0,day,1.3263215,103.8419364,1.3430043,103.7163385,CENTRAL REGION,NOVENA,WEST REGION,JURONG WEST,14084.75458,1129,0.0,0.0
22565,58595,12,4,android,11.68633037,195.3803082,11,4,1,day,1.3713116,103.8711102,1.3041898,103.8016753,NORTH-EAST REGION,SERANGOON,CENTRAL REGION,QUEENSTOWN,10737.02788,1134,7.861111111,0.0
9939,67811,10,4,ios,14.05621488,30.73063633,10,2,1,day,1.301779875,103.7869295,1.331124175,103.8620946,CENTRAL REGION,QUEENSTOWN,CENTRAL REGION,TOA PAYOH,8970.275164,1030,4.4,9.8
21869,62080,17,4,android,20.60369198,345.8133193999999,21,2,1,night,1.3781457,103.8893856,1.4397018,103.7683085,NORTH-EAST REGION,HOUGANG,NORTH REGION,SUNGEI KADUT,15099.58055,976,0.0,0.0
5734,67717,9,4,ios,22.86451738,110.0120139,13,1,1,day,1.346596079,103.689754,1.327033109,103.869929,WEST REGION,WESTERN WATER CATCHMENT,CENTRAL REGION,GEYLANG,20146.86975,1065,0.4,2.6
20089,72052,10,4,android,19.28849948,114.6910014,10,2,1,day,1.3457633999999998,103.6893879,1.3289075,103.823735,WEST REGION,WESTERN WATER CATCHMENT,CENTRAL REGION,NOVENA,15051.79854,955,1.0,10.0
13982,62116,17,4,android,11.39176773,31.93393313,5,2,1,late night,1.272925,103.8019376,1.2962136,103.8563745,CENTRAL REGION,QUEENSTOWN,CENTRAL REGION,DOWNTOWN CORE,6582.369271000001,995,0.0,0.0
27058,71732,10,4,android,18.15642557,184.1211635,9,2,1,morning peak,1.4460615,103.7926352,1.3262298,103.7570999,NORTH REGION,WOODLANDS,WEST REGION,CLEMENTI,13897.877730000002,1068,31.8,0.4
23959,65524,12,4,ios,16.47234615,19.89276183,8,4,1,morning peak,1.301039715,103.8635312,1.362096093,103.9723779,CENTRAL REGION,KALLANG,EAST REGION,PASIR RIS,13874.47646,1046,0.0,0.6
22992,70966,20,4,ios,15.19946121,194.25319130000003,5,5,0,late night,1.3887600080000002,103.8690049,1.291540344,103.7804134,NORTH-EAST REGION,SENGKANG,CENTRAL REGION,QUEENSTOWN,14623.6409,1555,5.0,3.4
19650,40850,15,4,ios,13.54761171,152.4752865,4,0,1,late night,1.356258844,103.7678506,1.322301678,103.8385723,WEST REGION,BUKIT BATOK,CENTRAL REGION,NOVENA,8721.480633,832,0.0,0.0
10163,59970,8,4,android,13.28369311,108.4603227,9,0,1,morning peak,1.3396131000000002,103.745495,1.3292984,103.8568578,WEST REGION,JURONG EAST,CENTRAL REGION,TOA PAYOH,12432.63712,1114,0.0,0.0
4688,69279,19,4,ios,18.68655904,49.64015746,11,4,1,day,1.38116331,103.7650152,1.3997009230000002,103.9048555,WEST REGION,BUKIT PANJANG,NORTH-EAST REGION,PUNGGOL,15681.02524,1340,5.0,9.2
12532,60136,18,4,ios,17.11289284,279.22760980000004,10,3,1,day,1.33539564,103.9582509,1.337445315,103.6959334,EAST REGION,TAMPINES,WEST REGION,JURONG WEST,29161.3323,2416,1.82,0.0
6923,2450,17,4,ios,13.07318604,35.34422481,10,2,1,day,1.30618226,103.8387184,1.338941801,103.9437762,CENTRAL REGION,NEWTON,EAST REGION,TAMPINES,12233.6886,1124,0.0,1.82
23486,73313,20,4,android,19.68038427,150.6597949,8,5,0,morning peak,1.4320183000000002,103.787954,1.3675487,103.9599885,NORTH REGION,WOODLANDS,EAST REGION,PASIR RIS,20423.131380000006,1275,1.0,21.2
3433,65180,18,4,android,16.08100089,158.1360315,17,3,1,day,1.4330459999999998,103.7727116,1.3787232,103.8845923,NORTH REGION,WOODLANDS,NORTH-EAST REGION,HOUGANG,13826.10515,1118,0.4,0.0
8836,67239,14,4,android,16.79447271,26.46407417,12,6,0,day,1.2985043,103.841194,1.358639,103.989039,CENTRAL REGION,RIVER VALLEY,EAST REGION,CHANGI,17743.37049,1397,0.0,0.0
8016,68953,11,4,ios,19.87597824,121.8242552,22,3,1,night,1.371557558,103.7748101,1.338058819,103.9777674,WEST REGION,BUKIT PANJANG,EAST REGION,CHANGI,22866.93282,1384,0.2,31.2
24159,4590,19,4,android,18.87746591,339.8531101000001,0,4,1,late night,1.3058948,103.9116185,1.3878064,103.7406657,CENTRAL REGION,MARINE PARADE,WEST REGION,WESTERN WATER CATCHMENT,21073.7765,1501,0.0,0.2
389,59164,11,4,ios,13.07402431,4.786259546,13,3,1,day,1.265825629,103.8214216,1.355327812,103.8564821,CENTRAL REGION,BUKIT MERAH,CENTRAL REGION,BISHAN,10688.16273,952,21.4,1.2
16628,59933,17,4,android,15.43747556,328.70687339999995,12,2,1,day,1.3034686000000002,103.849922,1.3439623,103.7364948,CENTRAL REGION,ROCHOR,WEST REGION,JURONG EAST,13388.99721,1124,0.0,0.0
19960,30107,17,4,ios,19.07961244,259.05907080000003,11,2,1,day,1.3418423940000002,103.9821273,1.331051637,103.8158075,EAST REGION,CHANGI,CENTRAL REGION,NOVENA,18527.78974,1124,0.0,0.0
8388,63922,14,4,android,20.36111111,53.39051171,10,6,0,day,1.3169059,103.8069362,1.3428064,103.9819647,CENTRAL REGION,BUKIT TIMAH,EAST REGION,CHANGI,19669.03118,1151,1.0,0.0
3894,56232,9,4,android,11.80814101,167.9324456,0,1,1,late night,1.4325883,103.7895919,1.3649036,103.8598528,NORTH REGION,WOODLANDS,NORTH-EAST REGION,SERANGOON,10846.41995,1192,0.6,9.0
21386,29840,11,4,ios,23.19024195,108.607341,21,3,1,night,1.325264054,103.7261087,1.303637196,103.9178088,WEST REGION,JURONG EAST,CENTRAL REGION,MARINE PARADE,21445.7352,1088,0.2,3.0
22085,66117,19,4,android,14.41801566,356.79464289999993,8,4,1,morning peak,1.2859251,103.8095807,1.4186569,103.760593,CENTRAL REGION,BUKIT MERAH,NORTH REGION,SUNGEI KADUT,15731.700030000002,1356,11.0,0.8
