Column1,date,days_of_week,day,hour,text,Incident Type,Location
318,24/04/2019 16:42,Wednesday,24,16,Accident on PIE (towards Changi Airport) after TPE,Accident,PIE (towards Changi Airport) after TPE
319,24/04/2019 16:39,Wednesday,24,16,Accident on ECP (towards Changi Airport) before PIE Exit,Accident,ECP (towards Changi Airport) before PIE Exit
320,24/04/2019 16:33,Wednesday,24,16,Accident on ECP (towards City) before PIE(Tuas) Exit. Avoid lane 4,Accident,ECP (towards City) before PIE(Tuas) Exit
321,24/04/2019 16:23,Wednesday,24,16,Accident on ECP (towards City) before PIE(Tuas) Exit. Avoid lanes 3 and 4,Accident,ECP (towards City) before PIE(Tuas) Exit
322,24/04/2019 15:27,Wednesday,24,15,Accident on ECP (towards City) before PIE(Tuas) Exit,Accident,ECP (towards City) before PIE(Tuas) Exit
323,24/04/2019 15:19,Wednesday,24,15,Accident on ECP (towards City) before PIE(Tuas) Exit. Avoid lane 3,Accident,ECP (towards City) before PIE(Tuas) Exit
324,24/04/2019 13:53,Wednesday,24,13,Accident on AYE (towards MCE) at Jalan Ahmad Ibrahim Entrance,Accident,AYE (towards MCE) at Jalan Ahmad Ibrahim Entrance
325,24/04/2019 13:46,Wednesday,24,13,Accident on Jalan Boon Lay (towards Jalan Ahmad Ibrahim) after Jurong Pier Road. Avoid right lane,Accident,Jalan Boon Lay (towards Jalan Ahmad Ibrahim) after Jurong Pier Road
326,24/04/2019 13:29,Wednesday,24,13,Accident on PIE (towards Tuas) before Jurong West Ave 2. Avoid lane 3,Accident,PIE (towards Tuas) before Jurong West Ave 2
327,24/04/2019 11:38,Wednesday,24,11,Heavy Traffic on AYE (towards Tuas) after Buona Vista exit,Heavy Traffic,on AYE (towards Tuas) after Buona Vista exit
328,24/04/2019 11:06,Wednesday,24,11,Accident on AYE (towards Tuas) after Buona Vista exit with congestion till Lower Delta Rd Exit. Avoid lanes 1 and 2,Accident,AYE (towards Tuas) after Buona Vista exit with congestion till Lower Delta Rd Exit
329,24/04/2019 10:36,Wednesday,24,10,Accident on Thomson Road (towards SLE) after Kampong Java Road with congestion till Kampong Java Road. Avoid left lane,Accident,Thomson Road (towards SLE) after Kampong Java Road with congestion till Kampong Java Road
330,24/04/2019 10:34,Wednesday,24,10,Accident on PIE (towards Changi Airport) after Onraet Rd,Accident,PIE (towards Changi Airport) after Onraet Rd
331,24/04/2019 10:32,Wednesday,24,10,Accident on AYE (towards Tuas) after Buona Vista exit. Avoid lanes 1 and 2,Accident,AYE (towards Tuas) after Buona Vista exit
332,24/04/2019 10:32,Wednesday,24,10,Accident on AYE (towards Tuas) before Clementi Ave 2 Exit. Avoid lanes 1 and 2,Accident,AYE (towards Tuas) before Clementi Ave 2 Exit
333,24/04/2019 10:29,Wednesday,24,10,Accident on Thomson Road (towards SLE) after Kampong Java Road with congestion till Kampong Java Road,Accident,Thomson Road (towards SLE) after Kampong Java Road with congestion till Kampong Java Road
334,24/04/2019 10:26,Wednesday,24,10,Accident on Thomson Road (towards SLE) after Kampong Java Road,Accident,Thomson Road (towards SLE) after Kampong Java Road
335,24/04/2019 10:24,Wednesday,24,10,Accident in CTE Tunnel (towards AYE) at Cairnhill Circle Exit,Accident,CTE Tunnel (towards AYE) at Cairnhill Circle Exit
336,24/04/2019 10:16,Wednesday,24,10,Accident on Upper Cross Street (towards Pearl`s Hill Road) after Park Crescent. Avoid left lane,Accident,Upper Cross Street (towards Pearl`s Hill Road) after Park Crescent
337,24/04/2019 10:15,Wednesday,24,10,Accident on AYE (towards Tuas) before Clementi Ave 2 Exit. Avoid lane 1,Accident,AYE (towards Tuas) before Clementi Ave 2 Exit
338,24/04/2019 10:13,Wednesday,24,10,Accident on AYE (towards Tuas) after Buona Vista exit. Avoid lane 1,Accident,AYE (towards Tuas) after Buona Vista exit
339,24/04/2019 10:12,Wednesday,24,10,Accident on AYE (towards MCE) before Buona Vista Exit. Avoid lane 1,Accident,AYE (towards MCE) before Buona Vista Exit
340,24/04/2019 8:25,Wednesday,24,8,Obstacle on ECP (towards City) after Still Rd Sth Exit. Avoid lane 2,Obstacle,ECP (towards City) after Still Rd Sth Exit
341,24/04/2019 6:43,Wednesday,24,6,Heavy Traffic on CTE (towards AYE) after Moulmein Rd Exit,Heavy Traffic,on CTE (towards AYE) after Moulmein Rd Exit
342,24/04/2019 6:39,Wednesday,24,6,Accident on TPE (towards SLE) after Tampines Ave 10 Exit,Accident,TPE (towards SLE) after Tampines Ave 10 Exit
343,24/04/2019 6:29,Wednesday,24,6,Accident on PIE (towards Tuas) before KPE Exit,Accident,PIE (towards Tuas) before KPE Exit
344,24/04/2019 6:13,Wednesday,24,6,Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Changi) Exit. Avoid lane 1,Accident,CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Changi) Exit
345,24/04/2019 5:59,Wednesday,24,5,Accident on CTE (towards AYE) after Moulmein Rd Exit. Avoid lane 1,Accident,CTE (towards AYE) after Moulmein Rd Exit
346,24/04/2019 3:27,Wednesday,24,3,Accident on PIE (towards Tuas) before Eng Neo Ave,Accident,PIE (towards Tuas) before Eng Neo Ave
347,24/04/2019 3:24,Wednesday,24,3,Obstacle on PIE (towards Changi Airport) at Toa Payoh 17D Exit,Obstacle,PIE (towards Changi Airport) at Toa Payoh 17D Exit
348,24/04/2019 2:37,Wednesday,24,2,Accident on AYE (towards MCE) before Jurong Town Hall Exit. Avoid lanes 1 and 2,Accident,AYE (towards MCE) before Jurong Town Hall Exit
349,24/04/2019 2:36,Wednesday,24,2,Accident on AYE (towards MCE) before Jurong Town Hall Exit. Avoid lane 2,Accident,AYE (towards MCE) before Jurong Town Hall Exit
350,24/04/2019 1:46,Wednesday,24,1,Accident on ECP (towards City) after Fort Rd Exit. Avoid lane 4,Accident,ECP (towards City) after Fort Rd Exit
351,24/04/2019 0:18,Wednesday,24,0,Accident on AYE (towards Tuas) at Jurong Pier Rd Exit,Accident,AYE (towards Tuas) at Jurong Pier Rd Exit
352,24/04/2019 0:02,Wednesday,24,0,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit
353,23/04/2019 23:57,Tuesday,23,23,Accident on TPE (towards PIE) before KPE Exit,Accident,TPE (towards PIE) before KPE Exit
354,23/04/2019 23:41,Tuesday,23,23,Accident on PIE (towards Changi Airport) before ECP. Avoid lane 1,Accident,PIE (towards Changi Airport) before ECP
355,23/04/2019 23:37,Tuesday,23,23,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit. Avoid lane 5,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Adam Rd Exit
356,23/04/2019 23:36,Tuesday,23,23,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1,Accident,KPE (towards ECP) after Tampines Rd Exit
357,23/04/2019 23:34,Tuesday,23,23,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 5,Accident,PIE (towards Tuas) after Eng Neo Ave
358,23/04/2019 16:59,Tuesday,23,16,Accident on Jalan Bukit Merah (towards CTE) after Kim Tian Road. Avoid right lane,Accident,Jalan Bukit Merah (towards CTE) after Kim Tian Road
359,23/04/2019 15:23,Tuesday,23,15,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave
360,23/04/2019 15:12,Tuesday,23,15,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lanes 3 and 4,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave
361,23/04/2019 15:05,Tuesday,23,15,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lane 6,Accident,PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave
362,23/04/2019 14:43,Tuesday,23,14,Accident on PIE (towards Tuas) after Eng Neo Ave,Accident,PIE (towards Tuas) after Eng Neo Ave
363,23/04/2019 14:27,Tuesday,23,14,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 6,Accident,PIE (towards Tuas) after Eng Neo Ave
364,23/04/2019 13:23,Tuesday,23,13,Accident on PIE (towards Tuas) after Changi South Ave 3. Avoid lane 2,Accident,PIE (towards Tuas) after Changi South Ave 3
365,23/04/2019 12:29,Tuesday,23,12,Obstacle on KJE (towards PIE) before PIE(Changi) Exit. Avoid lane 1,Obstacle,KJE (towards PIE) before PIE(Changi) Exit
366,23/04/2019 12:09,Tuesday,23,12,Accident on PIE (towards Tuas) after Adam Rd Exit,Accident,PIE (towards Tuas) after Adam Rd Exit
367,23/04/2019 12:06,Tuesday,23,12,Heavy Traffic on AYE (towards Tuas) after Clementi Ave 2 Exit,Heavy Traffic,on AYE (towards Tuas) after Clementi Ave 2 Exit
368,23/04/2019 12:03,Tuesday,23,12,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Adam Rd Exit
369,23/04/2019 11:53,Tuesday,23,11,Accident on Upper Bukit Timah Road (towards Woodlands) after Gombak Drive,Accident,Upper Bukit Timah Road (towards Woodlands) after Gombak Drive
370,23/04/2019 11:52,Tuesday,23,11,Accident on AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit,Accident,AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit
371,23/04/2019 11:35,Tuesday,23,11,Accident on AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit. Avoid lane 3,Accident,AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit
372,23/04/2019 11:33,Tuesday,23,11,Accident on AYE (towards Tuas) after Clementi Ave 2 Exit. Avoid lane 3,Accident,AYE (towards Tuas) after Clementi Ave 2 Exit
373,23/04/2019 11:31,Tuesday,23,11,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 5,Accident,PIE (towards Changi Airport) before Kallang Way
374,23/04/2019 11:00,Tuesday,23,11,Accident on PIE (towards Tuas) before Toh Guan Rd Exit,Accident,PIE (towards Tuas) before Toh Guan Rd Exit
375,23/04/2019 10:59,Tuesday,23,10,Accident on PIE (towards Tuas) before Toh Guan Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) before Toh Guan Rd Exit
376,23/04/2019 10:54,Tuesday,23,10,Accident on Upper Bukit Timah Road (towards Woodlands) after Gombak Drive with congestion till Old Jurong Road,Accident,Upper Bukit Timah Road (towards Woodlands) after Gombak Drive with congestion till Old Jurong Road
377,23/04/2019 10:40,Tuesday,23,10,Accident on BKE (towards Woodlands) after Mandai Rd Entrance,Accident,BKE (towards Woodlands) after Mandai Rd Entrance
378,23/04/2019 10:18,Tuesday,23,10,Accident on North Buona Vista Road (towards AYE) after South Buona Vista Road,Accident,North Buona Vista Road (towards AYE) after South Buona Vista Road
379,23/04/2019 10:16,Tuesday,23,10,Obstacle on PIE (towards Changi Airport) after Bukit Timah Rd exit with congestion till Upper Bukit Timah Rd. Avoid lane 4,Obstacle,PIE (towards Changi Airport) after Bukit Timah Rd exit with congestion till Upper Bukit Timah Rd
380,23/04/2019 10:14,Tuesday,23,10,Accident on Upper Bukit Timah Road (towards Woodlands) after Gombak Drive with congestion till Dairy Farm Road,Accident,Upper Bukit Timah Road (towards Woodlands) after Gombak Drive with congestion till Dairy Farm Road
381,23/04/2019 9:57,Tuesday,23,9,Obstacle on PIE (towards Changi Airport) after Bukit Timah Rd exit. Avoid lane 4,Obstacle,PIE (towards Changi Airport) after Bukit Timah Rd exit
382,23/04/2019 9:09,Tuesday,23,9,Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit,Heavy Traffic,on CTE (towards SLE) after Moulmein Rd Exit
383,23/04/2019 9:03,Tuesday,23,9,Obstacle on PIE (towards Changi Airport) after Paya Lebar Rd. Avoid lane 2,Obstacle,PIE (towards Changi Airport) after Paya Lebar Rd
384,23/04/2019 9:01,Tuesday,23,9,Accident on CTE (towards SLE) after Moulmein Rd Exit with congestion till Moulmein Rd Exit. Avoid lane 1,Accident,CTE (towards SLE) after Moulmein Rd Exit with congestion till Moulmein Rd Exit
385,23/04/2019 8:56,Tuesday,23,8,Accident on PIE (towards Tuas) at Adam Rd Exit,Accident,PIE (towards Tuas) at Adam Rd Exit
386,23/04/2019 8:53,Tuesday,23,8,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 1,Accident,CTE (towards SLE) after Moulmein Rd Exit
387,23/04/2019 8:49,Tuesday,23,8,Accident on ECP (towards City) at Rochor Rd Exit,Accident,ECP (towards City) at Rochor Rd Exit
388,23/04/2019 8:41,Tuesday,23,8,Accident on BKE (towards PIE) before PIE Exit. Avoid lane 1,Accident,BKE (towards PIE) before PIE Exit
389,23/04/2019 8:36,Tuesday,23,8,Obstacle on BKE (towards PIE) after Bukit Panjang Rd Exit,Obstacle,BKE (towards PIE) after Bukit Panjang Rd Exit
390,23/04/2019 8:23,Tuesday,23,8,Accident on BKE (towards PIE) before PIE Exit. Avoid lane 2,Accident,BKE (towards PIE) before PIE Exit
391,23/04/2019 8:03,Tuesday,23,8,Accident on PIE (towards Changi Airport) after Kim Keat Link,Accident,PIE (towards Changi Airport) after Kim Keat Link
392,23/04/2019 8:01,Tuesday,23,8,Accident on PIE (towards Changi Airport) after Kim Keat Link. Avoid lanes 2 and 3,Accident,PIE (towards Changi Airport) after Kim Keat Link
393,23/04/2019 7:31,Tuesday,23,7,Accident on AYE (towards Tuas) after Tuas West Dr Exit,Accident,AYE (towards Tuas) after Tuas West Dr Exit
394,23/04/2019 6:26,Tuesday,23,6,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 1,Accident,BKE (towards Woodlands) after PIE Entrance
395,23/04/2019 5:36,Tuesday,23,5,Accident on AYE (towards MCE) at Clementi Rd Exit,Accident,AYE (towards MCE) at Clementi Rd Exit
396,23/04/2019 4:58,Tuesday,23,4,Accident on SLE (towards CTE) after Lentor Ave Exit,Accident,SLE (towards CTE) after Lentor Ave Exit
397,23/04/2019 4:46,Tuesday,23,4,Accident on Upper Bukit Timah Road (towards Woodlands) after Gombak Drive,Accident,Upper Bukit Timah Road (towards Woodlands) after Gombak Drive
398,23/04/2019 4:43,Tuesday,23,4,Obstacle on AYE (towards MCE) after Clementi Ave 2 Exit. Avoid lane 1,Obstacle,AYE (towards MCE) after Clementi Ave 2 Exit
399,23/04/2019 3:38,Tuesday,23,3,"Temporary Closure of Slip Road at KPE Tunnel on Sunday, 28 April 2019 from midnight to 9.00 a.m. #sgtraffic http://bit.ly/2GBMi2Z",Temporary Road Closure Closure,"of Slip Road at KPE Tunnel on Sunday, 28 April 2019 from midnight to 9"
400,23/04/2019 3:36,Tuesday,23,3,Temporary Closure of Slip Road from PIE (Changi) to TPE (SLE) and Upper Changi Road East on 26 & 30 Apr and 3 May 2019 from 1.00 a.m to 5.00 a.m. #sgtraffic http://bit.ly/2veeAdo,Temporary Road Closure Closure,of Slip Road from PIE (Changi) to TPE (SLE) and Upper Changi Road East on 26 & 30 Apr and 3 May 2019 from 1
401,23/04/2019 3:35,Tuesday,23,3,"Temporary Road Closure along TPE (SLE) and Slip Road from KPE (TPE) to TPE (SLE) from Friday, 26 April 2019 to Monday, 29 April 2019 from 12.15 a.m to 5.00 a.m daily. #sgtraffic http://bit.ly/2DqMGiG",Temporary Road Closure,"Closure along TPE (SLE) and Slip Road from KPE (TPE) to TPE (SLE) from Friday, 26 April 2019 to Monday, 29 April 2019 from 12"
402,23/04/2019 3:34,Tuesday,23,3,"Temporary Closure of Slip Road from CTE (AYE) Exit 8B and Braddell Road to PIE (Changi) on Friday, 26 April 2019 and Saturday, 27 April 2019 from 1.00 a.m to 5.00 a.m daily. #sgtraffic http://bit.ly/2W1zDvi",Temporary Road Closure Closure,"of Slip Road from CTE (AYE) Exit 8B and Braddell Road to PIE (Changi) on Friday, 26 April 2019 and Saturday, 27 April 2019 from 1"
403,23/04/2019 3:33,Tuesday,23,3,"Temporary Closure of Slip Road from Xilin Avenue to ECP (Changi) on Monday, 29 April 2019 and Tuesday, 30 April 2019 from 1.00 a.m to 5.00 a.m daily. #sgtraffic http://bit.ly/2IKRmDH",Temporary Road Closure Closure,"of Slip Road from Xilin Avenue to ECP (Changi) on Monday, 29 April 2019 and Tuesday, 30 April 2019 from 1"
404,23/04/2019 3:32,Tuesday,23,3,"Temporary Road Closure at Braddell Underpass on Sunday, 28 April 2019 from midnight to 5.00 a.m. #sgtraffic http://bit.ly/2GyPRpw",Temporary Road Closure,"Closure at Braddell Underpass on Sunday, 28 April 2019 from midnight to 5"
405,23/04/2019 3:22,Tuesday,23,3,Accident on Upper Bukit Timah Road (towards Woodlands) after Gombak Drive. Avoid left lane,Accident,Upper Bukit Timah Road (towards Woodlands) after Gombak Drive
406,23/04/2019 2:35,Tuesday,23,2,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 5,Accident,CTE (towards AYE) before PIE(Changi) Exit
407,23/04/2019 2:33,Tuesday,23,2,Accident on Farrer Road (towards Queensway) after Farrer Flyover. Avoid left lane,Accident,Farrer Road (towards Queensway) after Farrer Flyover
408,23/04/2019 2:14,Tuesday,23,2,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1,Accident,KPE (towards ECP) after Tampines Rd Exit
409,23/04/2019 1:32,Tuesday,23,1,Accident on Marina Boulevard (towards Central Boulevard) after Marina Way,Accident,Marina Boulevard (towards Central Boulevard) after Marina Way
410,23/04/2019 1:30,Tuesday,23,1,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit,Accident,CTE Tunnel (towards AYE) before Orchard Rd Exit
411,23/04/2019 1:29,Tuesday,23,1,Heavy Traffic on CTE (towards AYE) before AMK Ave 1 Exit,Heavy Traffic,on CTE (towards AYE) before AMK Ave 1 Exit
412,23/04/2019 1:20,Tuesday,23,1,Accident on ECP (towards City) after Still Rd Sth Exit,Accident,ECP (towards City) after Still Rd Sth Exit
413,23/04/2019 1:05,Tuesday,23,1,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 5,Accident,PIE (towards Changi Airport) before Kallang Way
414,23/04/2019 0:57,Tuesday,23,0,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit,Accident,CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit
415,23/04/2019 0:52,Tuesday,23,0,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till Yio Chu Kang Rd Exit,Accident,CTE (towards AYE) before AMK Ave 1 Exit with congestion till Yio Chu Kang Rd Exit
416,23/04/2019 0:38,Tuesday,23,0,Accident on KPE (towards ECP) after Tampines Rd Exit,Accident,KPE (towards ECP) after Tampines Rd Exit
417,23/04/2019 0:26,Tuesday,23,0,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till Yio Chu Kang Rd Exit. Avoid lane 2,Accident,CTE (towards AYE) before AMK Ave 1 Exit with congestion till Yio Chu Kang Rd Exit
418,23/04/2019 0:21,Tuesday,23,0,Accident on CTE (towards AYE) before AMK Ave 1 Exit. Avoid lane 2,Accident,CTE (towards AYE) before AMK Ave 1 Exit
419,23/04/2019 0:19,Tuesday,23,0,Accident on CTE (towards AYE) after AMK Ave 5 Exit. Avoid lane 2,Accident,CTE (towards AYE) after AMK Ave 5 Exit
420,23/04/2019 0:07,Tuesday,23,0,Accident on MCE (towards AYE) before Marina Coastal Dr Entrance. Avoid lane 1,Accident,MCE (towards AYE) before Marina Coastal Dr Entrance
421,22/04/2019 23:43,Monday,22,23,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Thomson Rd Exit
422,22/04/2019 23:36,Monday,22,23,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Adam Rd Exit
423,22/04/2019 16:57,Monday,22,16,Accident on Jurong Port Road (towards Jalan Ahmad Ibrahim) after Jalan Ahmad Ibrahim,Accident,Jurong Port Road (towards Jalan Ahmad Ibrahim) after Jalan Ahmad Ibrahim
424,22/04/2019 15:39,Monday,22,15,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lane 1,Accident,TPE (towards PIE) after Punggol Rd Exit
425,22/04/2019 13:28,Monday,22,13,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Dairy Farm Rd Exit. Avoid lane 3,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Dairy Farm Rd Exit
426,22/04/2019 13:22,Monday,22,13,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance. Avoid lane 3,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance
427,22/04/2019 13:08,Monday,22,13,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance. Avoid lanes 2 and 3,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance
428,22/04/2019 13:03,Monday,22,13,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance,Accident,BKE (towards PIE) after Dairy Farm Rd Entrance
429,22/04/2019 12:28,Monday,22,12,Accident on PIE (towards Tuas) after Stevens Rd Exit,Accident,PIE (towards Tuas) after Stevens Rd Exit
430,22/04/2019 12:21,Monday,22,12,Accident on SLE (towards CTE) before Lentor Ave Exit,Accident,SLE (towards CTE) before Lentor Ave Exit
431,22/04/2019 12:06,Monday,22,12,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit
432,22/04/2019 11:54,Monday,22,11,Accident on SLE (towards CTE) before Lentor Ave Exit. Avoid lanes 1 and 5,Accident,SLE (towards CTE) before Lentor Ave Exit
433,22/04/2019 11:42,Monday,22,11,Accident on SLE (towards CTE) before Lentor Ave Exit. Avoid lane 1,Accident,SLE (towards CTE) before Lentor Ave Exit
434,22/04/2019 11:40,Monday,22,11,Accident on SLE (towards BKE) before Mandai Rd Exit,Accident,SLE (towards BKE) before Mandai Rd Exit
435,22/04/2019 11:35,Monday,22,11,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit
436,22/04/2019 11:33,Monday,22,11,Accident on Lornie Viaduct (towards Bartley) after Marymount Road. Avoid left lane,Accident,Lornie Viaduct (towards Bartley) after Marymount Road
437,22/04/2019 11:32,Monday,22,11,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit
438,22/04/2019 11:31,Monday,22,11,Accident on Lornie Viaduct (towards Bartley) after Marymount Road,Accident,Lornie Viaduct (towards Bartley) after Marymount Road
439,22/04/2019 10:22,Monday,22,10,Accident on TPE (towards PIE) at Loyang Ave Exit,Accident,TPE (towards PIE) at Loyang Ave Exit
440,22/04/2019 10:11,Monday,22,10,Accident on AYE (towards Tuas) before Penjuru Rd Exit. Avoid lane 3,Accident,AYE (towards Tuas) before Penjuru Rd Exit
441,22/04/2019 10:06,Monday,22,10,Accident on AYE (towards Tuas) before Penjuru Rd Exit. Avoid lanes 2 and 3,Accident,AYE (towards Tuas) before Penjuru Rd Exit
442,22/04/2019 9:29,Monday,22,9,Accident on Nicoll Highway (towards Guillemard) after Java Road. Avoid left lane,Accident,Nicoll Highway (towards Guillemard) after Java Road
443,22/04/2019 5:49,Monday,22,5,Accident on Outram Road near Havelock Road/Kim Seng Road Junction,Accident,Outram Road near Havelock Road/Kim Seng Road Junction
444,22/04/2019 5:15,Monday,22,5,Accident on PIE (towards Changi Airport) at Bedok North Rd Exit,Accident,PIE (towards Changi Airport) at Bedok North Rd Exit
445,22/04/2019 3:05,Monday,22,3,Accident on Merchant Road near Eu Tong Sen Street/Merchant Road Junction,Accident,Merchant Road near Eu Tong Sen Street/Merchant Road Junction
446,22/04/2019 2:54,Monday,22,2,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lane 3,Accident,AYE (towards Tuas) after Jurong Port Rd Exit
447,22/04/2019 1:12,Monday,22,1,Heavy Traffic on Braddell Road (towards Bartley) at Braddell Underpass,Heavy Traffic,on Braddell Road (towards Bartley) at Braddell Underpass
448,22/04/2019 0:54,Monday,22,0,Accident on PIE (towards Changi Airport) after Thomson Rd,Accident,PIE (towards Changi Airport) after Thomson Rd
449,22/04/2019 0:40,Monday,22,0,Accident on Clementi Avenue 6 (towards Jalan Lempeng) after Clementi Loop,Accident,Clementi Avenue 6 (towards Jalan Lempeng) after Clementi Loop
450,22/04/2019 0:11,Monday,22,0,Accident on Braddell Road (towards Bartley) at Braddell Underpass with congestion till Marymount Road. Avoid left lane,Accident,Braddell Road (towards Bartley) at Braddell Underpass with congestion till Marymount Road
451,22/04/2019 0:08,Monday,22,0,Accident on Braddell Road (towards Bartley) at Braddell Underpass. Avoid left lane,Accident,Braddell Road (towards Bartley) at Braddell Underpass
452,21/04/2019 23:57,Sunday,21,23,Accident on AYE (towards MCE) before Alexandra Rd Exit. Avoid lane 1,Accident,AYE (towards MCE) before Alexandra Rd Exit
453,21/04/2019 23:47,Sunday,21,23,Accident on TPE (towards PIE) after KPE Exit with congestion till Sengkang Exit. Avoid lane 1,Accident,TPE (towards PIE) after KPE Exit with congestion till Sengkang Exit
454,21/04/2019 23:26,Sunday,21,23,Accident on TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit. Avoid lane 1,Accident,TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit
455,21/04/2019 23:25,Sunday,21,23,Accident on Hougang Avenue 10 towards Hougang Avenue 8. Hougang Avenue 10 closed after Hougang Avenue 8,Accident,Hougang Avenue 10 towards Hougang Avenue 8
456,21/04/2019 23:24,Sunday,21,23,Accident on TPE (towards PIE) after KPE Exit. Avoid lane 1,Accident,TPE (towards PIE) after KPE Exit
457,21/04/2019 23:17,Sunday,21,23,Accident on Hougang Avenue 10 towards Hougang Avenue 8,Accident,Hougang Avenue 10 towards Hougang Avenue 8
458,21/04/2019 23:13,Sunday,21,23,Accident on Hougang Avenue 10 near Hougang Avenue 10/Hougang Avenue 8 Junction,Accident,Hougang Avenue 10 near Hougang Avenue 10/Hougang Avenue 8 Junction
459,21/04/2019 21:39,Sunday,21,21,Obstacle on AYE (towards MCE) at Keppel Rd Exit,Obstacle,AYE (towards MCE) at Keppel Rd Exit
460,21/04/2019 21:34,Sunday,21,21,Obstacle on AYE (towards MCE) after Lower Delta Rd Exit. Avoid lane 4,Obstacle,AYE (towards MCE) after Lower Delta Rd Exit
461,21/04/2019 19:17,Sunday,21,19,Accident on KPE (towards TPE) before Halus Link Exit. Avoid lane 1,Accident,KPE (towards TPE) before Halus Link Exit
462,21/04/2019 13:42,Sunday,21,13,Accident on T4 Way (towards T4 Boulevard) after Airport Boulevard. Avoid right lane,Accident,T4 Way (towards T4 Boulevard) after Airport Boulevard
463,21/04/2019 13:26,Sunday,21,13,Accident on PIE (towards Tuas) after Clementi Ave 6 Exit,Accident,PIE (towards Tuas) after Clementi Ave 6 Exit
464,21/04/2019 9:44,Sunday,21,9,Accident on MCE (towards ECP) after Maxwell Rd Entrance. Avoid lanes 3 and 4,Accident,MCE (towards ECP) after Maxwell Rd Entrance
465,21/04/2019 8:58,Sunday,21,8,Obstacle on PIE (towards Changi Airport) before Kallang Way. Avoid lane 3,Obstacle,PIE (towards Changi Airport) before Kallang Way
466,21/04/2019 8:13,Sunday,21,8,"Accident on MCE (towards ECP) after Maxwell Rd Entrance. Avoid lanes 4, 5 and 6",Accident,MCE (towards ECP) after Maxwell Rd Entrance
